Satisfaction,Snippet_length,Shown_T_num,Log(TTF),Task_type,scroll,Clicked_rank,StartTime,Endtime_SERP,Log(F_title),Log(F_URL),Log(F_Snippet),Original_scanpath_value,Compressed value,Minimal value,comp-mini
6.0,-1.2644671760222974,1.3181437026227558,-0.5494369463286894,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,0.7458808857594514,0.7079727602346243,0.14892524220768663,-1.0784222730343662,0.49365775264534134,-0.2756874983765844,-0.3580915297810673,-0.26893994012356265,-0.35092875158474357
5.0,-0.02376818000041905,-0.4282294262327735,0.1865236466050689,-0.9422788274385742,-0.6101249628199958,1.7090736402419873,-0.4313993582851936,-0.431269328968917,-0.5013469667374282,0.3532161516019233,0.003908073819636679,-0.11004652904811169,1.1967273305807202,3.491416722675536,0.2895775712377604
2.0,1.2169308160214594,-1.5924781788031264,-0.597761971309152,-0.9422788274385742,1.6327287737436504,2.555502900399784,-1.4034054196500794,-1.4215514545739505,-0.9403263487040404,-0.03541258971110023,-0.4774200520970621,-0.6069694370335299,1.1967273305807202,1.6112383912759867,0.9300838940602644
6.0,-0.02376818000041905,0.15389495005240297,-0.5336083597392758,-0.9422788274385742,-0.6101249628199958,0.862644380084191,0.026952583862761312,-0.003415477137688917,-0.5790153934696742,0.3283335522017739,-0.28926107055327854,-0.4413284677050572,-0.012576227478447864,-0.26893994012356265,0.07607546363025906
4.0,1.2169308160214594,-1.01035380251795,-1.9314539199720329,-0.9422788274385742,1.6327287737436504,-0.8302141402314019,-1.0608131193329475,-1.1092459857210042,-0.9903507165374361,-1.2100794422469145,-1.4668403176173677,-1.1038923450189482,-0.7036068320836867,-0.8956660505900791,-0.5644308591922449
4.0,1.2169308160214594,-0.7192916143753617,-1.832608748838815,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-0.8766287499422049,-0.9254822923097609,-1.1786176551307284,-1.0830449932597517,-1.0370834933171647,-0.97137956955617,-1.2218797855376158,-1.5223921610565956,-0.9914350744072475
4.0,-0.02376818000041905,-0.13716723809018525,-1.1236995544763864,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-0.12020744664281918,-0.1639766840071087,0.3989412685820233,-0.13594530142302547,-1.2354859481791491,-0.7726104063620026,-1.0491221343863062,-0.8956660505900791,-0.9914350744072475
5.0,-0.02376818000041905,0.4449571381949912,-1.4055163368048087,1.0571908795652296,-0.6101249628199958,0.862644380084191,0.1745812768858756,0.12234199991899511,-1.0942980857164937,-0.1691609931263029,-0.6799641199292524,-0.7726104063620026,-0.3580915297810673,0.3577861703429538,-0.5644308591922449
6.0,-1.2644671760222974,-0.4282294262327735,0.20765903033345992,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-0.48763886038923715,-0.48602719720762083,-1.573412205589523,-0.45832480426096683,1.4662764906417916,0.18810721574313924,-0.012576227478447864,-0.26893994012356265,0.07607546363025906
7.0,-1.2644671760222974,0.15389495005240297,0.5773865141670758,-0.9422788274385742,1.6327287737436504,0.016215119926394517,-0.16566771084358767,-0.1491270926203416,-1.749642521590929,-0.3809609417716556,0.7513410653106972,-0.308815692242279,-0.7036068320836867,-0.26893994012356265,-0.7779329667997462
7.0,-0.02376818000041905,0.7360193263375794,-0.3394139365621599,-0.9422788274385742,-0.6101249628199958,0.862644380084191,0.17926790206121257,0.15343333188503902,-0.8121934554596351,-0.3820789780975155,0.6145214483731373,-0.308815692242279,1.3694849817320298,3.491416722675536,0.5030796788452617
7.0,1.2169308160214594,-1.01035380251795,-0.003734950873906941,-0.9422788274385742,-0.6101249628199958,0.862644380084191,-0.8396044110570429,-0.8433454899517051,0.06332839309451989,-0.4945259926405593,0.0904494049313252,-0.14317472291380623,1.3694849817320298,1.6112383912759867,1.1435860016677657
5.0,-0.02376818000041905,1.3181437026227558,-0.02747801615871265,-0.9422788274385742,-0.6101249628199958,0.016215119926394517,0.5096749769224683,0.49172558566482777,-1.573412205589462,-1.2133521332060475,0.9208676510691945,-0.308815692242279,-0.012576227478447864,0.9845122808094702,-0.35092875158474357
5.0,1.2169308160214594,-1.5924781788031264,-0.997567453937873,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-1.481203397560673,-1.5087928039712073,-0.5110037599097058,-0.5146365288381921,-1.3851348314405463,-0.9051231818247808,-0.530849180932377,-0.26893994012356265,-0.5644308591922449
1.0,-1.2644671760222974,0.4449571381949912,-1.0595459429065106,1.0571908795652296,-0.6101249628199958,0.016215119926394517,0.01008073323154841,-0.03357870964205966,-1.29260988127542,-1.0508899688117022,0.06116019430475232,-0.673225824764919,-1.0491221343863062,-0.8956660505900791,-0.9914350744072475
7.0,-0.02376818000041905,1.0270815144801677,-0.5179156425216166,1.0571908795652296,-0.6101249628199958,0.016215119926394517,0.3517357085136128,0.31863503606282323,-1.0170876405839684,-0.5969872128020137,0.2247103786778016,-0.5407130493021408,-0.8763644832349964,-0.26893994012356265,-0.9914350744072475
7.0,-0.02376818000041905,1.6092058907653441,-0.9573858291956125,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,0.6863607460326718,0.6383653006091533,-1.1088737103143402,0.05611840567998385,-1.2888310394086866,-0.9051231818247808,-1.2218797855376158,-1.5223921610565956,-0.9914350744072475
7.0,1.2169308160214594,-0.7192916143753617,-0.24280782306421683,1.0571908795652296,-0.6101249628199958,0.862644380084191,-0.6324555783071492,-0.6470524538078769,-0.9278671031026364,-0.022099038382289223,-0.09881265081996926,-0.40820027383936264,-0.012576227478447864,0.9845122808094702,-0.35092875158474357
7.0,1.2169308160214594,-1.3014159906605383,0.2285528615305243,1.0571908795652296,-0.6101249628199958,0.016215119926394517,-1.032224705763392,-1.0243248849779296,0.7818923374864275,-0.2550120797779399,-0.05996275230844504,0.1549790218774447,0.8512120282781007,-0.26893994012356265,1.1435860016677657
5.0,-0.02376818000041905,-1.01035380251795,-0.6473991469880064,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-1.0640937569556834,-1.0869715986408535,-1.3090213341664532,0.16233135347704522,-0.03556233677475902,-0.6400976308992244,-0.7036068320836867,-0.26893994012356265,-0.7779329667997462
5.0,-1.2644671760222974,0.7360193263375794,1.197419838327532,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,0.5635711664388438,0.6128425654131473,-0.5207164014902658,0.23177618652855758,2.2687704803622206,1.148824837848281,-0.3580915297810673,0.3577861703429538,-0.5644308591922449
5.0,-1.2644671760222974,1.3181437026227558,0.6856936896489739,-0.9422788274385742,-0.6101249628199958,0.016215119926394517,1.0584787849544264,1.0690034508254,-0.4190029953386121,-1.5319429276080185,1.436559673180684,0.38687637893730653,0.678454377126791,0.3577861703429538,0.716581786452763
3.0,1.2169308160214594,-0.4282294262327735,0.42532220109200386,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-0.631049590754548,-0.6178173207651794,1.0184692063635896,0.594720542900563,-0.8332796312403317,0.12185082801175015,-0.1853338786297576,0.9845122808094702,-0.5644308591922449
6.0,1.2169308160214594,0.15389495005240297,0.7725786944669691,-0.9422788274385742,-0.6101249628199958,0.016215119926394517,-0.01241506761006906,0.013754362903260531,0.7992142711339437,0.2735645019800943,0.5644396454353492,0.32061999120591744,1.0239696794294104,0.9845122808094702,0.9300838940602644
6.0,-0.02376818000041905,-1.5924781788031264,-0.015567939308283471,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-1.4741734597976677,-1.472132875235126,-0.6400262229219642,-1.6288305124726614,0.9603685347899638,-0.20943111064519535,-1.0491221343863062,-0.8956660505900791,-0.9914350744072475
6.0,1.2169308160214594,0.4449571381949912,-0.15105141742625036,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,0.348455070890877,0.3274519809487164,0.6439454097870984,-1.1679756768762726,-1.2322831171155137,-0.5075848554364463,-0.8763644832349964,-0.26893994012356265,-0.9914350744072475
5.0,-1.2644671760222974,1.6092058907653441,0.29985622930223166,1.0571908795652296,-0.6101249628199958,0.016215119926394517,1.3406136205097117,1.3284072503629885,0.43629978187571455,-0.32468841599301346,0.855126134632556,0.22123540960883378,-1.0491221343863062,-0.8956660505900791,-0.9914350744072475
6.0,-0.02376818000041905,-0.7192916143753617,-0.8606336065802642,1.0571908795652296,-0.6101249628199958,0.016215119926394517,-0.7988307720316113,-0.8298880477574475,0.09777524274524489,-1.3224814053927376,-0.9320191472779783,-0.5738412431678354,-0.8763644832349964,-0.26893994012356265,-0.9914350744072475
4.0,-1.2644671760222974,1.0270815144801677,-0.8795787536375725,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,0.8850736534669589,0.8369785854071635,0.3069976062238604,-1.264717463435233,-1.2322831171153927,-0.5738412431678354,-0.1853338786297576,-0.26893994012356265,-0.13742664397724225
5.0,-0.02376818000041905,-1.3014159906605383,-1.0595459429065106,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-1.2843651401965206,-1.3152840662123984,0.22963726323671235,-1.2647174634351612,-1.0511239038312192,-0.673225824764919,-0.8763644832349964,-0.8956660505900791,-0.7779329667997462
5.0,1.2169308160214594,0.7360193263375794,1.2516370339316858,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,1.69164184614245,1.7339867151140662,1.8369955534919553,-0.6595880628209566,0.2769761980871664,0.8175428991913357,0.5056967259754813,0.9845122808094702,0.2895775712377604
7.0,1.2169308160214594,1.3181437026227558,0.9135638027696185,-0.9422788274385742,-0.6101249628199958,2.555502900399784,2.3482380332071586,2.359989802012468,1.0198435315750856,0.9254980941983137,-0.10075853756362062,0.22123540960883378,0.5056967259754813,0.9845122808094702,0.2895775712377604
6.0,-0.02376818000041905,-1.01035380251795,1.1789841493564701,-0.9422788274385742,-0.6101249628199958,0.862644380084191,-0.789926184198471,-0.7287252064350963,-0.1754430424707803,1.034441511500942,1.3222836492249095,0.9169274807884193,1.0239696794294104,0.3577861703429538,1.1435860016677657
3.0,-1.2644671760222974,0.15389495005240297,1.9447913754089885,-0.9422788274385742,1.6327287737436504,-0.8302141402314019,1.0139558457887252,1.128865866103305,0.948994873356403,0.026651300079471543,2.0919771840556747,1.9770296844906448,0.8512120282781007,0.3577861703429538,0.9300838940602644
6.0,-0.02376818000041905,-1.5924781788031264,1.096875447506332,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-1.5051051859548914,-1.4428977421924285,0.34711758176908586,2.074212554202809,1.7956855082515732,1.2813376133110594,-0.530849180932377,-0.26893994012356265,-0.5644308591922449
3.0,-1.2644671760222974,-0.4282294262327735,1.7385797436678434,-0.9422788274385742,1.6327287737436504,-0.8302141402314019,-0.024600293065945265,0.07825727548953018,0.42067105041589264,1.3335016618559454,1.7330087765757003,1.446978582639532,1.1967273305807202,0.3577861703429538,1.357088109275267
6.0,1.2169308160214594,1.0270815144801677,1.3157906455015533,1.0571908795652296,1.6327287737436504,-0.8302141402314019,2.0717271478622776,2.1154355938616467,2.066345996210202,1.0062336859017686,0.5687311818951276,1.0163120623855029,1.1967273305807202,2.8646906122090194,0.5030796788452617
3.0,-0.02376818000041905,-0.7192916143753617,1.0109049093748268,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-0.47264165982815864,-0.42662883166055227,1.7066582934825818,-0.16916099312636057,-0.2623317551640304,0.32061999120591744,-0.012576227478447864,-0.26893994012356265,0.07607546363025906
2.0,-1.2644671760222974,0.4449571381949912,-0.25630006386513776,1.0571908795652296,-0.6101249628199958,0.016215119926394517,1.4840243508750228,1.4481320809187987,0.8161008927099813,-0.3257779495169376,-0.9459432582486194,-0.308815692242279,-0.3580915297810673,-0.8956660505900791,-0.13742664397724225
7.0,1.2169308160214594,1.6092058907653441,-0.937621416908077,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,2.5970978300175513,2.53076010296029,0.8251238457234781,-1.5954032446946214,-1.3270402372864398,-0.673225824764919,-0.8763644832349964,-0.8956660505900791,-0.7779329667997462
3.0,-0.02376818000041905,-1.3014159906605383,1.8488779848706256,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-1.2314062757152129,-1.1050695381434759,2.147010345047062,1.4967364441820357,1.5433803637672474,2.3745680108789795,0.33293907482417157,0.3577861703429538,0.2895775712377604
2.0,-1.2644671760222974,-0.13716723809018525,0.32958355633189873,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,0.5349827528692881,0.5320979122476011,0.5363213323041693,0.3428160757128647,0.09555693168675787,-0.17630291677950077,-0.530849180932377,-0.26893994012356265,-0.5644308591922449
3.0,1.2169308160214594,0.15389495005240297,-0.6984217235647271,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,0.5246721774835466,0.4847648397022806,0.23549147505474113,-0.23819724792258576,-0.1911560362117228,-0.5075848554364463,-0.530849180932377,0.3577861703429538,-0.7779329667997462
5.0,-0.02376818000041905,1.3181437026227558,1.4957578347704887,-0.9422788274385742,1.6327287737436504,-0.8302141402314019,2.1185933996156474,2.177154208062898,1.9463769302892744,1.9496933481087357,1.2450882167179245,1.9107732967592557,1.1967273305807202,2.237964501742503,0.716581786452763
6.0,-1.2644671760222974,-1.5924781788031264,0.08826888088006643,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-1.5805598512778165,-1.5732957165574772,-0.46326566812769865,-0.906803835792356,1.2099960820534885,0.022466246414666505,-0.530849180932377,-0.26893994012356265,-0.5644308591922449
5.0,-0.02376818000041905,0.7360193263375794,-0.4116838337408426,-0.9422788274385742,-0.6101249628199958,0.016215119926394517,1.1142496245409368,1.0768922962496204,-0.012834055716937702,0.2452358156796437,-0.013399344070978583,-0.5407130493021408,-0.3580915297810673,-0.26893994012356265,-0.35092875158474357
2.0,1.2169308160214594,-0.4282294262327735,0.1543552448560729,-0.9422788274385742,-0.6101249628199958,0.016215119926394517,-0.30814111617383144,-0.310616398951434,0.9176569049589115,0.4712717196765735,0.517005233249257,0.12185082801175015,0.16018142367286184,0.3577861703429538,0.07607546363025906
5.0,-1.2644671760222974,-1.01035380251795,-0.20291845159262245,-0.9422788274385742,-0.6101249628199958,-0.8302141402314019,-0.777740958742595,-0.7895157211746743,0.6112667962224881,-0.7904564019636929,-0.08333931430872557,-0.2425593045108899,-0.1853338786297576,-0.8956660505900791,0.07607546363025906
6.0,-0.02376818000041905,1.6092058907653441,-0.47162987077064383,1.0571908795652296,-0.6101249628199958,0.016215119926394517,2.477588888046459,2.424956764329574,-0.3466960640764713,0.7331111464559141,0.28854463425999566,-0.2425593045108899,-0.530849180932377,0.3577861703429538,-0.7779329667997462
5.0,-0.02376818000041905,1.0270815144801677,-1.4055163368047943,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,1.9517495433736514,1.882018579250901,-0.0780249217550027,0.06979516109241876,-1.3078091633977187,-0.8388667940933917,-0.8763644832349964,-0.8956660505900791,-0.7779329667997462
5.0,-1.2644671760222974,-1.3014159906605383,-0.2161184391228847,1.0571908795652296,-0.6101249628199958,0.016215119926394517,-1.0026989671587692,-1.0127236417070178,0.4636237938746209,0.053372725993840825,-0.4780521987892108,-0.2425593045108899,-0.1853338786297576,-0.26893994012356265,-0.13742664397724225
5.0,-1.2644671760222974,-0.7192916143753617,-1.3554257971234638,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,-0.5199765740990621,-0.564451601718985,-1.0806474103463988,0.34121165034084305,-0.05194020616885656,-0.7063540186306135,-1.0491221343863062,-0.8956660505900791,-0.9914350744072475
3.0,1.2169308160214594,-0.13716723809018525,0.5162957117080804,1.0571908795652296,1.6327287737436504,0.862644380084191,-0.08271444524012349,-0.07023863837814119,1.882949218506606,1.349729651342141,-0.5966030908029503,0.2874917973402229,0.33293907482417157,0.9845122808094702,0.07607546363025906
3.0,1.2169308160214594,0.4449571381949912,0.628172844658235,1.0571908795652296,-0.6101249628199958,-0.8302141402314019,0.8897602786422958,0.8986971996084148,0.5366266546056173,3.5427443637454745,-0.9912449878267025,0.353748185071612,0.33293907482417157,0.3577861703429538,0.2895775712377604
