trial_id,offence_pp_general,offence_pp,pp_sentence_years,trial_month,trial_year,trial_place,pris_ht_pp,def_age_pp,def_literacy,def_religion_pp,marital_status_pp,children_nr,cash_sav_pp,occupation_pp,coloffence_info,offence_ni,death_in_custody_pp,length_of_stay_until_probat,length_of_stay_until_tl,previous_convictions
695735,SEXUAL,RAPE,99.0,3,1844,UNKNOWN,165.1,25.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,3.824657534246575,9.652054794520549,False
695736,SEXUAL,RAPE,99.0,2,1844,UNKNOWN,165.1,44.0,2.0,Protestant,S,2.0,48.0,BOATMAN,False,True,False,3.824657534246575,9.169863013698631,False
695737,STEALING,BURGLARY,10.0,8,1843,UNKNOWN,167.64,31.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,7.795890410958904,False
695738,STEALING,BURGLARY,10.0,3,1844,STAFFORD,170.18,49.0,2.0,Protestant,M,11.0,48.0,SHOEMAKER,False,False,False,2.841095890410959,4.257534246575342,False
695739,ASSAULT,CUTTING,15.0,3,1844,UNKNOWN,167.64,23.0,1.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695740,STEALING,BURGLARY,10.0,4,1844,CENTRAL CRIMINAL COURT,162.56,23.0,1.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,7.795890410958904,False
695741,STEALING,BURGLARY,99.0,11,1843,CENTRAL CRIMINAL COURT,180.34,27.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695742,ROBBERY,HIGHWAY_ROBBERY,99.0,3,1844,UNKNOWN,165.1,27.0,0.0,UNKNOWN,S,2.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695743,ROBBERY,HIGHWAY_ROBBERY,99.0,3,1844,UNKNOWN,172.72,26.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.665753424657534,9.405479452054795,False
695744,UNKNOWN,UNKNOWN,99.0,4,1844,CENTRAL CRIMINAL COURT,165.1,36.0,3.0,UNKNOWN,S,2.0,12.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695745,STEALING,BURGLARY,10.0,4,1844,CENTRAL CRIMINAL COURT,167.64,23.0,3.0,Roman Catholic,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,6.397260273972603,False
695746,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,165.1,30.0,2.0,UNKNOWN,S,2.0,48.0,SHOEMAKER,False,False,True,3.649315068493151,7.795890410958904,False
695747,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,170.18,32.0,2.0,Protestant,M,4.0,48.0,SHOEMAKER,False,True,False,2.419178082191781,7.795890410958904,False
695748,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,165.1,41.0,2.0,Protestant,M,4.0,48.0,UNKNOWN,False,True,False,3.2575342465753425,7.795890410958904,False
695749,STEALING,STEALING,99.0,3,1844,UNKNOWN,165.1,25.0,0.0,UNKNOWN,M,1.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695750,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,170.18,60.0,0.0,Protestant,M,6.0,48.0,SHEPHERD,False,True,False,3.2575342465753425,7.795890410958904,False
695751,ROBBERY,HIGHWAY_ROBBERY,99.0,3,1844,UNKNOWN,165.1,24.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,4.317808219178082,16.416438356164385,False
695752,STEALING,STEALING,14.0,1,1844,STAFFORD,165.1,55.0,3.0,UNKNOWN,M,2.0,92.0,BUTCHER,False,False,True,3.649315068493151,7.795890410958904,False
695753,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,175.26,22.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.841095890410959,6.336986301369863,False
695754,ROBBERY,HIGHWAY_ROBBERY,99.0,2,1844,UNKNOWN,152.4,27.0,0.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,3.824657534246575,7.795890410958904,False
695755,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,165.1,21.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.7424657534246575,7.795890410958904,False
695756,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,162.56,28.0,3.0,Protestant,S,2.0,48.0,LABOURER,False,True,True,3.649315068493151,7.795890410958904,False
695757,STEALING,BURGLARY,14.0,1,1844,UNKNOWN,162.56,26.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.841095890410959,7.795890410958904,False
695758,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,165.1,38.0,3.0,UNKNOWN,M,2.0,48.0,UNKNOWN,False,False,True,3.649315068493151,7.795890410958904,False
695759,ROBBERY,ROBBERY,10.0,2,1844,CENTRAL CRIMINAL COURT,162.56,22.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.841095890410959,6.065753424657534,False
695760,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,180.34,26.0,0.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,2.841095890410959,7.795890410958904,False
695761,STEALING,BURGLARY,10.0,3,1843,STAFFORD,162.56,24.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695762,ASSAULT,STRIKING,15.0,3,1844,UNKNOWN,154.94,26.0,2.0,Protestant,M,2.0,48.0,FARM LABOURER,False,False,False,2.419178082191781,6.254794520547946,False
695763,ASSAULT,STRIKING,15.0,3,1844,UNKNOWN,162.56,28.0,1.0,Protestant,M,2.0,48.0,FARM LABOURER,False,False,False,2.419178082191781,6.254794520547946,False
695764,DESTRUCTION,ARSON,15.0,3,1844,STAFFORD,152.4,50.0,3.0,Protestant,W,3.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695765,STEALING,BURGLARY,10.0,3,1844,YORKSHIRE,167.64,22.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.841095890410959,6.065753424657534,False
695766,STEALING,BURGLARY,10.0,3,1844,CENTRAL CRIMINAL COURT,167.64,24.0,2.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.663013698630137,7.795890410958904,False
695767,SEXUAL,BESTIALITY,99.0,12,1843,STAFFORD,165.1,57.0,3.0,UNKNOWN,M,5.0,48.0,UNKNOWN,False,False,True,3.649315068493151,7.795890410958904,False
695768,SEXUAL,RAPE,99.0,3,1844,UNKNOWN,172.72,27.0,1.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.824657534246575,7.795890410958904,False
695769,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,157.48,26.0,3.0,Protestant,M,1.0,48.0,SHOEMAKER,False,True,False,3.747945205479452,7.795890410958904,False
695770,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,167.64,25.0,2.0,Protestant,S,2.0,48.0,GROOM,False,False,False,2.841095890410959,7.795890410958904,False
695771,STEALING,STEALING,14.0,1,1844,UNKNOWN,170.18,42.0,0.0,Protestant,M,7.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695772,SEXUAL,RAPE,99.0,3,1844,UNKNOWN,167.64,27.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.824657534246575,7.795890410958904,False
695773,ROBBERY,HIGHWAY_ROBBERY,15.0,3,1844,UNKNOWN,170.18,27.0,0.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,2.841095890410959,7.795890410958904,False
695774,ASSAULT,ASSAULT,20.0,12,1843,STAFFORD,172.72,26.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.7315068493150685,7.795890410958904,False
695775,STEALING,BURGLARY,10.0,11,1843,UNKNOWN,177.8,24.0,2.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,7.795890410958904,False
695776,STEALING,BURGLARY,10.0,11,1843,UNKNOWN,167.64,28.0,3.0,Roman Catholic,W,2.0,48.0,UNKNOWN,False,False,False,3.649315068493151,7.795890410958904,False
695777,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,177.8,62.0,0.0,Protestant,M,10.0,48.0,FARM LABOURER,False,True,True,3.649315068493151,7.795890410958904,False
695778,SEXUAL,RAPE,99.0,2,1844,UNKNOWN,165.1,30.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.824657534246575,7.795890410958904,False
695779,DESTRUCTION,ARSON,15.0,3,1844,UNKNOWN,167.64,21.0,3.0,Protestant,S,2.0,48.0,GROOM,False,True,False,2.419178082191781,7.795890410958904,False
695780,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,160.02,28.0,0.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,5.010958904109589,False
695781,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,170.18,21.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.7424657534246575,7.795890410958904,False
695782,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,172.72,23.0,3.0,Roman Catholic,S,2.0,48.0,BRICKLAYER,False,True,False,3.649315068493151,7.795890410958904,False
695783,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,175.26,36.0,2.0,Protestant,M,2.0,48.0,SHOEMAKER,False,True,False,2.841095890410959,6.323287671232877,False
695784,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,172.72,24.0,3.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695785,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,165.1,25.0,3.0,UNKNOWN,S,2.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695786,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,162.56,34.0,3.0,Independent,W,2.0,48.0,UNKNOWN,False,True,False,4.087671232876712,11.915068493150685,False
695787,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,165.1,21.0,2.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,4.813698630136987,7.795890410958904,False
695788,UNKNOWN,UNKNOWN,99.0,3,1844,UNKNOWN,165.1,44.0,2.0,UNKNOWN,M,3.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695789,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,165.1,22.0,3.0,Protestant,S,2.0,48.0,GROOM,False,False,False,2.841095890410959,6.909589041095891,False
695790,DESTRUCTION,ARSON,20.0,2,1844,UNKNOWN,160.02,57.0,3.0,Protestant,S,2.0,48.0,TAILOR,False,True,False,3.484931506849315,7.795890410958904,False
695791,STEALING,BURGLARY,10.0,1,1844,UNKNOWN,165.1,34.0,1.0,UNKNOWN,S,2.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695792,ROBBERY,HIGHWAY_ROBBERY,99.0,7,1843,UNKNOWN,162.56,38.0,2.0,Protestant,M,2.0,48.0,UNKNOWN,False,True,True,3.649315068493151,7.795890410958904,False
695793,ROBBERY,HIGHWAY_ROBBERY,15.0,3,1844,UNKNOWN,165.1,28.0,3.0,Protestant,S,2.0,48.0,GROOM,False,False,False,3.7315068493150685,7.795890410958904,False
695794,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,180.34,31.0,3.0,Wesleyan Methodist,S,2.0,30.0,LABOURER,False,True,False,3.649315068493151,7.795890410958904,False
695795,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,160.02,18.0,2.0,Protestant,S,2.0,48.0,DOMESTIC,False,False,False,3.649315068493151,7.795890410958904,False
695796,UNKNOWN,UNKNOWN,15.0,3,1844,UNKNOWN,165.1,22.0,3.0,UNKNOWN,S,2.0,48.0,CARPENTER,False,True,True,3.649315068493151,7.795890410958904,False
695797,ASSAULT,WOUNDING,15.0,3,1844,STAFFORD,180.34,26.0,3.0,Roman Catholic,S,2.0,214.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695798,STEALING,BURGLARY,99.0,2,1844,CENTRAL CRIMINAL COURT,154.94,23.0,3.0,Protestant,S,2.0,48.0,DOMESTIC,False,False,False,4.813698630136987,7.795890410958904,False
695799,UNKNOWN,UNKNOWN,15.0,12,1843,UNKNOWN,170.18,26.0,0.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.649315068493151,5.835616438356165,False
695800,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,165.1,28.0,3.0,Protestant,S,2.0,48.0,LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695801,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,162.56,24.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.663013698630137,7.795890410958904,False
695802,ASSAULT,MANSLAUGHTER,99.0,2,1844,CENTRAL CRIMINAL COURT,157.48,30.0,3.0,Protestant,S,2.0,48.0,SEAMAN,False,True,False,3.232876712328767,7.795890410958904,False
695803,ROBBERY,HIGHWAY_ROBBERY,99.0,3,1844,UNKNOWN,170.18,40.0,1.0,Protestant,S,2.0,48.0,SAILOR,False,True,False,3.649315068493151,7.795890410958904,False
695804,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,172.72,22.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,5.654794520547945,False
695805,ASSAULT,WOUNDING,15.0,3,1844,UNKNOWN,170.18,23.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.747945205479452,7.795890410958904,False
695806,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,165.1,25.0,3.0,Protestant,M,1.0,48.0,FARM LABOURER,False,False,False,3.824657534246575,7.795890410958904,False
695807,ASSAULT,MANSLAUGHTER,99.0,3,1844,UNKNOWN,165.1,41.0,3.0,Protestant,M,7.0,48.0,UNKNOWN,False,False,False,3.824657534246575,7.795890410958904,False
695808,STEALING,CATTLE_STEALING,15.0,3,1844,UNKNOWN,154.94,24.0,3.0,Protestant,M,2.0,48.0,FARM LABOURER,False,True,True,2.841095890410959,7.795890410958904,False
695809,DESTRUCTION,BREAKING,10.0,3,1844,UNKNOWN,167.64,30.0,3.0,Protestant,S,2.0,48.0,TAILOR,False,True,True,2.841095890410959,7.795890410958904,False
695810,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,167.64,28.0,3.0,Protestant,W,0.0,48.0,UNKNOWN,False,False,False,2.841095890410959,7.795890410958904,False
695811,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,162.56,22.0,1.0,Protestant,S,2.0,48.0,GROOM,False,True,False,3.649315068493151,7.795890410958904,False
695812,STEALING,SHEEP_STEALING,99.0,3,1844,UNKNOWN,165.1,38.0,3.0,UNKNOWN,M,6.0,48.0,UNKNOWN,False,False,True,3.649315068493151,7.795890410958904,False
695813,UNKNOWN,UNKNOWN,99.0,4,1844,CENTRAL CRIMINAL COURT,177.8,55.0,3.0,Protestant,M,4.0,48.0,UNKNOWN,False,False,False,3.649315068493151,7.795890410958904,False
695814,ROBBERY,HIGHWAY_ROBBERY,10.0,3,1844,UNKNOWN,162.56,33.0,0.0,Roman Catholic,W,1.0,48.0,FARM LABOURER,False,True,False,3.649315068493151,4.838356164383562,False
695815,FORGERY,FORGERY,99.0,11,1843,UNKNOWN,147.32,36.0,3.0,Protestant,M,2.0,60.0,CLERK,False,False,True,3.649315068493151,7.795890410958904,False
695816,SEXUAL,RAPE,99.0,2,1844,UNKNOWN,165.1,31.0,1.0,UNKNOWN,S,2.0,48.0,BOATMAN,False,False,True,3.649315068493151,7.795890410958904,False
695817,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,172.72,26.0,1.0,Protestant,S,2.0,48.0,GROOM,False,True,False,2.841095890410959,4.589041095890411,False
695818,ASSAULT,MANSLAUGHTER,20.0,3,1844,UNKNOWN,177.8,23.0,3.0,Protestant,S,2.0,48.0,BRICKLAYER,False,True,True,3.649315068493151,7.795890410958904,False
695819,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,165.1,23.0,3.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.665753424657534,5.241095890410959,False
695820,STEALING,BURGLARY,12.0,3,1844,UNKNOWN,170.18,28.0,0.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,3.5616438356164384,5.504109589041096,False
695821,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,165.1,21.0,0.0,UNKNOWN,S,2.0,48.0,DOMESTIC,False,True,True,3.649315068493151,7.795890410958904,False
695822,ROBBERY,HIGHWAY_ROBBERY,15.0,4,1844,CENTRAL CRIMINAL COURT,165.1,23.0,0.0,Roman Catholic,S,2.0,48.0,LABOURER,False,True,True,3.649315068493151,7.795890410958904,False
695823,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,160.02,23.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.26027397260274,7.795890410958904,False
695824,STEALING,BURGLARY,10.0,4,1844,CENTRAL CRIMINAL COURT,160.02,42.0,2.0,Protestant,S,2.0,48.0,GROOM,False,False,False,2.841095890410959,7.795890410958904,False
695825,STEALING,BURGLARY,10.0,4,1844,CENTRAL CRIMINAL COURT,157.48,27.0,3.0,Protestant,S,2.0,48.0,SEAMAN,False,True,False,3.649315068493151,7.795890410958904,False
695826,STEALING,STEALING,99.0,3,1844,UNKNOWN,170.18,21.0,1.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,4.813698630136987,7.795890410958904,False
695827,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,162.56,23.0,3.0,Roman Catholic,S,2.0,48.0,UNKNOWN,False,True,False,3.7424657534246575,7.795890410958904,False
695828,ROBBERY,HIGHWAY_ROBBERY,15.0,3,1844,UNKNOWN,165.1,30.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.7315068493150685,5.835616438356165,False
695829,UNKNOWN,UNKNOWN,99.0,12,1843,UNKNOWN,167.64,23.0,3.0,Roman Catholic,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695830,SEXUAL,RAPE,99.0,3,1844,UNKNOWN,165.1,24.0,1.0,UNKNOWN,S,2.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695831,UNKNOWN,UNKNOWN,14.0,11,1843,UNKNOWN,177.8,54.0,2.0,Protestant,M,2.0,48.0,UNKNOWN,False,False,True,3.649315068493151,7.795890410958904,False
695832,DESTRUCTION,ARSON,15.0,3,1844,UNKNOWN,170.18,23.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,2.841095890410959,7.795890410958904,False
695833,ROBBERY,HIGHWAY_ROBBERY,15.0,3,1844,UNKNOWN,170.18,27.0,0.0,Protestant,S,2.0,48.0,BRICKLAYER,False,True,False,3.649315068493151,7.795890410958904,False
695834,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,167.64,27.0,0.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,3.649315068493151,7.795890410958904,False
695835,STEALING,STEALING,14.0,4,1844,UNKNOWN,167.64,39.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,6.336986301369863,False
695836,UNKNOWN,UNKNOWN,99.0,3,1844,UNKNOWN,165.1,33.0,0.0,Protestant,S,2.0,48.0,SHOEMAKER,False,True,False,3.841095890410959,7.795890410958904,False
695837,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,175.26,28.0,3.0,Roman Catholic,S,2.0,48.0,WEAVER,False,True,False,2.841095890410959,7.795890410958904,False
695838,STEALING,BURGLARY,15.0,3,1844,LIVERPOOL,167.64,39.0,1.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.824657534246575,7.795890410958904,False
695839,STEALING,STEALING,7.0,3,1844,UNKNOWN,165.1,30.0,0.0,Jewish,M,2.0,48.0,LABOURER,False,True,True,2.841095890410959,7.795890410958904,False
695840,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,149.86,50.0,0.0,Protestant,M,7.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,7.795890410958904,False
695841,STEALING,BURGLARY,15.0,2,1844,UNKNOWN,165.1,24.0,3.0,Protestant,S,2.0,48.0,SHOEMAKER,False,True,False,2.841095890410959,7.795890410958904,False
695842,ROBBERY,HIGHWAY_ROBBERY,15.0,3,1844,UNKNOWN,165.1,30.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,6.923287671232877,False
695843,STEALING,BURGLARY,12.0,3,1844,UNKNOWN,172.72,28.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,False,False,2.841095890410959,7.795890410958904,False
695844,SEXUAL,RAPE,99.0,2,1844,UNKNOWN,165.1,43.0,2.0,UNKNOWN,S,2.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695845,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,162.56,22.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,5.010958904109589,False
695846,ROBBERY,HIGHWAY_ROBBERY,99.0,3,1844,UNKNOWN,167.64,25.0,0.0,Protestant,M,2.0,48.0,FARM LABOURER,False,True,False,3.8438356164383563,9.835616438356164,False
695847,STEALING,BURGLARY,10.0,1,1844,UNKNOWN,167.64,37.0,2.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,3.7315068493150685,3.989041095890411,False
695848,ASSAULT,MANSLAUGHTER,99.0,3,1844,UNKNOWN,170.18,36.0,2.0,Protestant,W,2.0,48.0,FARM LABOURER,False,False,False,3.2575342465753425,9.501369863013698,False
695849,SEXUAL,RAPE,99.0,2,1844,UNKNOWN,167.64,41.0,3.0,Protestant,S,2.0,48.0,SHOEMAKER,False,True,True,3.649315068493151,7.795890410958904,False
695850,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,177.8,25.0,2.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,4.241095890410959,7.795890410958904,False
695851,ASSAULT,CUTTING,15.0,2,1844,CENTRAL CRIMINAL COURT,172.72,36.0,3.0,Protestant,W,1.0,48.0,UNKNOWN,False,False,False,3.649315068493151,7.795890410958904,False
695852,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,165.1,29.0,3.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.8438356164383563,7.795890410958904,False
695853,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,165.1,39.0,3.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,2.841095890410959,7.795890410958904,False
695854,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,167.64,32.0,0.0,Methodist,M,3.0,48.0,FARM LABOURER,False,True,False,3.824657534246575,7.795890410958904,False
695855,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,170.18,26.0,2.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,5.010958904109589,False
695856,ASSAULT,CUTTING,20.0,3,1844,UNKNOWN,175.26,23.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,4.4,8.734246575342466,False
695857,STEALING,BURGLARY,12.0,3,1844,UNKNOWN,165.1,33.0,2.0,UNKNOWN,M,4.0,12.0,UNKNOWN,False,False,True,3.649315068493151,7.795890410958904,False
695858,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,162.56,19.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.7315068493150685,5.821917808219178,False
695859,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,167.64,39.0,3.0,Protestant,M,3.0,48.0,UNKNOWN,False,False,False,3.824657534246575,7.795890410958904,False
695860,STEALING,BURGLARY,99.0,4,1844,UNKNOWN,160.02,26.0,2.0,Protestant,S,2.0,48.0,LABOURER,False,True,True,4.991780821917808,7.795890410958904,False
695861,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,157.48,26.0,3.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.7315068493150685,7.795890410958904,False
695862,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,172.72,26.0,3.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,2.841095890410959,5.482191780821918,False
695863,STEALING,BURGLARY,20.0,3,1844,UNKNOWN,170.18,47.0,3.0,Protestant,S,2.0,17.0,FARM LABOURER,False,True,False,3.649315068493151,7.795890410958904,False
695864,STEALING,STEALING,14.0,4,1844,UNKNOWN,165.1,36.0,2.0,UNKNOWN,M,6.0,48.0,LABOURER,False,False,True,3.649315068493151,7.795890410958904,False
695865,STEALING,STEALING,10.0,3,1844,UNKNOWN,165.1,52.0,2.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
695866,ROBBERY,HIGHWAY_ROBBERY,15.0,5,1844,CENTRAL CRIMINAL COURT,154.94,24.0,2.0,Roman Catholic,S,2.0,120.0,GROOM,False,True,False,4.087671232876712,7.572602739726028,False
695867,STEALING,BURGLARY,10.0,2,1844,UNKNOWN,162.56,30.0,2.0,Protestant,S,2.0,48.0,LABOURER,False,True,True,3.649315068493151,7.795890410958904,False
695868,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,160.02,31.0,3.0,Protestant,S,2.0,48.0,TAILOR,False,False,False,3.824657534246575,7.795890410958904,False
695869,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,162.56,33.0,1.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,3.484931506849315,7.795890410958904,False
695870,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,160.02,21.0,3.0,Roman Catholic,S,2.0,48.0,GROOM,False,True,False,3.649315068493151,5.668493150684932,False
695871,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,152.4,21.0,3.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,3.649315068493151,7.795890410958904,False
695872,FORGERY,FORGERY,99.0,1,1844,UNKNOWN,172.72,24.0,3.0,Presbyterian,M,2.0,48.0,UNKNOWN,False,True,False,3.663013698630137,7.795890410958904,False
695873,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,165.1,17.0,1.0,UNKNOWN,S,2.0,48.0,UNKNOWN,False,True,True,3.649315068493151,7.795890410958904,False
695874,STEALING,BURGLARY,99.0,3,1844,UNKNOWN,172.72,26.0,3.0,Protestant,S,2.0,48.0,LABOURER,False,True,False,3.649315068493151,7.795890410958904,False
695875,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,175.26,24.0,2.0,Protestant,S,2.0,48.0,UNKNOWN,False,True,False,5.572602739726028,7.795890410958904,False
695876,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,165.1,21.0,3.0,Protestant,S,2.0,48.0,FARM LABOURER,False,True,False,2.841095890410959,7.795890410958904,False
695877,DESTRUCTION,ARSON,99.0,3,1844,UNKNOWN,162.56,33.0,1.0,Protestant,S,2.0,48.0,FARM LABOURER,False,False,False,3.824657534246575,7.795890410958904,False
695878,STEALING,BURGLARY,10.0,3,1844,UNKNOWN,160.02,26.0,3.0,Roman Catholic,M,2.0,48.0,UNKNOWN,False,False,False,3.649315068493151,7.795890410958904,False
695879,STEALING,BURGLARY,15.0,3,1844,UNKNOWN,154.94,29.0,3.0,Protestant,M,2.0,48.0,SHOEMAKER,False,False,False,2.419178082191781,6.668493150684932,False
695880,STEALING,STEALING,10.0,4,1844,UNKNOWN,165.1,64.0,0.0,Protestant,M,9.0,48.0,FARM LABOURER,False,False,True,2.841095890410959,7.795890410958904,False
695881,STEALING,BURGLARY,10.0,2,1844,CENTRAL CRIMINAL COURT,170.18,24.0,2.0,Roman Catholic,S,2.0,48.0,UNKNOWN,False,True,False,3.649315068493151,7.795890410958904,False
