Chromosome,MSE
110110000000,11.164832520484925
110110000001,12.710322552919388
110110000010,8.795926505327225
110110000011,7.140213948488236
110110000100,7.146845442056656
110110000101,7.646518951654434
110110000110,6.786423403024673
110110000111,6.188707917928696
110110001000,8.349654537439346
110110001001,14.720469695329665
110110001010,10.121545600891114
110110001011,9.096363544464111
110110001100,7.073833858966827
110110001101,6.311606115102768
110110001110,4.353516548871994
110110001111,3.8128668457269668
110110010000,6.017270565032959
110110010001,5.046845328807831
110110010010,5.934642267227173
110110010011,5.909105914831161
110110010100,5.165696358680725
110110010101,4.578626251220703
110110010110,3.799914520978928
110110010111,3.6456296354532243
110110011000,7.22091264128685
110110011001,9.031346505880355
110110011010,13.760736441612243
110110011011,11.605522221326828
110110011100,5.12373708486557
110110011101,4.8590184330940245
110110011110,4.342648500204087
110110011111,3.5665918588638306
110110100000,5.672017920017242
110110100001,5.769673550128937
110110100010,6.625880318880081
110110100011,5.9272085428237915
110110100100,4.6716076791286465
110110100101,4.388999396562577
110110100110,3.8909104466438293
110110100111,3.6107784897089004
110110101000,6.181994640827179
110110101001,5.838795900344849
110110101010,6.006663364171982
110110101011,6.626236838102341
110110101100,5.384138515591621
110110101101,4.251812493801117
110110101110,4.174926713109016
110110101111,4.005528444051743
110110110000,4.919062376022339
110110110001,4.721604102849961
110110110010,4.981063485145569
110110110011,5.037068796157837
110110110100,5.385764020681381
110110110101,5.354978853464127
110110110110,5.456259649991989
110110110111,5.954746645689011
110110111000,4.400191280245781
110110111001,5.25305911898613
110110111010,5.228158968687057
110110111011,5.252440285682678
110110111100,6.506909650564194
110110111101,5.817423689365387
110110111110,6.214342856407166
110110111111,7.31998000741005
