001000000000000,4.269130420684815
001000000000001,3.5872587233781816
001000000000010,2.868172988295555
001000000000011,2.1699295908212664
001000000000100,4.369903609156609
001000000000101,2.182355922460556
001000000000110,2.2200281739234926
001000000000111,2.2121494829654695
001000000001000,2.8824608981609345
001000000001001,2.105647997558117
001000000001010,2.1653293073177338
001000000001011,2.269270730018616
001000000001100,2.1312861889600754
001000000001101,2.1161995857954023
001000000001110,2.130805918574333
001000000001111,2.2394373655319213
001000000010000,5.845080560445785
001000000010001,2.2190487772226333
001000000010010,2.240360763669014
001000000010011,2.310584123432636
001000000010100,2.1923016518354417
001000000010101,2.230272802710533
001000000010110,2.2153647601604463
001000000010111,2.2553605407476427
001000000011000,2.1273693084716796
001000000011001,2.1623148903250695
001000000011010,2.177794188261032
001000000011011,2.236720457673073
001000000011100,2.2485141813755036
001000000011101,2.2041215747594833
001000000011110,2.2412487775087357
001000000011111,2.322653552889824
001000000100000,2.159328517317772
001000000100001,2.1879591196775436
001000000100010,2.1546078652143477
001000000100011,2.2148865699768066
001000000100100,2.154432198405266
001000000100101,2.261410188674927
001000000100110,2.1824046283960343
001000000100111,2.3374957770109175
001000000101000,2.1075151771306992
001000000101001,2.181287169456482
001000000101010,2.1859448075294496
001000000101011,2.23302061855793
001000000101100,2.196753594279289
001000000101101,2.2183877736330033
001000000101110,2.238534215092659
001000000101111,2.2305152118206024
001000000110000,2.246681436896324
001000000110001,2.2396147429943083
001000000110010,2.2330215722322464
001000000110011,2.267082577943802
001000000110100,2.1998443454504013
001000000110101,2.2517727971076966
001000000110110,2.2703655481338503
001000000110111,2.2732782125473023
001000000111000,2.179800111055374
001000000111001,2.20827816426754
001000000111010,2.2448592305183412
001000000111011,2.2854165732860565
001000000111100,2.25742811858654
001000000111101,2.200777044892311
001000000111110,2.1539190649986266
001000000111111,2.143422019481659
001000001000000,3.3228527069091798
001000001000001,2.1356179609894754
001000001000010,2.0164026215672495
001000001000011,2.1502427756786346
001000001000100,2.094226825237274
001000001000101,2.1299728244543075
001000001000110,2.1270411640405653
001000001000111,2.2095058441162108
001000001001000,2.126905766129494
001000001001001,2.177823008596897
001000001001010,2.1799924254417418
001000001001011,2.2307549476623536
001000001001100,2.1156051963567735
001000001001101,2.200569263100624
001000001001110,2.206739467382431
001000001001111,2.3512652277946473
001000001010000,2.0839751213788986
001000001010001,2.1283103257417677
001000001010010,2.138310952484608
001000001010011,2.152518758177757
001000001010100,2.1797129571437837
001000001010101,2.203974351286888
001000001010110,2.1956401020288467
001000001010111,2.270161861181259
